feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
CDCA7	Lactobacillus	Lactobacillus	-0.130718045974318	0.090299204800705	855	435	0.148095258842039	0.488763230501779
JRKL	Lactobacillus	Lactobacillus	0.13025167191524	0.0900192471813441	855	427	0.148285253126005	0.489067457539594
SOSTDC1	Helicobacter	Helicobacter	-0.0875393991034106	0.0605481475526285	855	413	0.148607489672143	0.489490877909172
BIRC5	Helicobacter	Helicobacter	0.088045946274117	0.0608988011597232	855	461	0.148609430533225	0.489490877909172
ADAMTS12	Helicobacter	Helicobacter	0.0856817419551438	0.059279126157795	855	432	0.148716019092373	0.489519483516697
MPZ	Lactobacillus	Lactobacillus	-0.128490874096157	0.0890133251896705	855	387	0.149248105438475	0.490755332937975
CHAD	Lactobacillus	Lactobacillus	0.129737998894006	0.0898860591750677	855	397	0.149287772279732	0.490755332937975
FHL1	Lactobacillus	Lactobacillus	-0.129330692994588	0.0896845620215223	855	380	0.149653676063	0.490989750862859
MCM4	Helicobacter	Helicobacter	0.0883290458224943	0.061226478866334	855	412	0.149484839889935	0.490989750862859
CHMP1B	Prevotella	Prevotella	-0.530879592323623	0.3680967877221	855	411	0.149606773988503	0.490989750862859
LMNB1	Prevotella	Prevotella	-0.526338970645963	0.365161127454701	855	438	0.149843745284365	0.491047697066451
COL4A6	Helicobacter	Helicobacter	0.0881838699102036	0.0611870741744576	855	375	0.149892016873615	0.491047697066451
CDKN3	Streptococcus	Streptococcus	0.534992728644057	0.371276384754245	855	432	0.149965966684094	0.491047697066451
PMVK	Helicobacter	Helicobacter	0.0887136170390975	0.0616258566497143	855	422	0.15036282292521	0.492024944126995
LRP8	Helicobacter	Helicobacter	0.0868474032892668	0.0603708963822612	855	408	0.150642595245013	0.492618035464398
RSPO2	Helicobacter	Helicobacter	0.0883733180607753	0.0614614661645785	855	418	0.150840714135547	0.492943510246886
SH3GL2	Helicobacter	Helicobacter	-0.0855645928429854	0.0596462452581267	855	396	0.151788042468876	0.49410170074504
NCAM1	Streptococcus	Streptococcus	-0.528656090658815	0.368354892078981	855	413	0.151603692818678	0.49410170074504
PPP1R3C	Lactobacillus	Lactobacillus	-0.129006862348287	0.0898976296575471	855	411	0.151643438173922	0.49410170074504
RFC4	Prevotella	Prevotella	-0.52460085139179	0.365647993825585	855	413	0.151736426636215	0.49410170074504
CDT1	Prevotella	Prevotella	-0.528086215042943	0.3677980927959	855	432	0.151426260782439	0.49410170074504
TUBB2A	Helicobacter	Helicobacter	0.0885536160978518	0.0616845896846006	855	414	0.151488109914518	0.49410170074504
PLA2G2C	Lactobacillus	Lactobacillus	-0.129802067599429	0.0905121659282518	855	316	0.151916434338138	0.494197899603571
LINC02716	Helicobacter	Helicobacter	0.0870154624006309	0.0607893833875434	855	409	0.152676356702671	0.496154934850859
TLE4	Streptococcus	Streptococcus	-0.532904833715358	0.372326103389136	855	444	0.152716488947094	0.496154934850859
CLSPN	Prevotella	Prevotella	-0.496002662380551	0.346876274757681	855	430	0.15311006682181	0.497110606564318
DPT	Lactobacillus	Lactobacillus	-0.123751887646847	0.0866177930221319	855	417	0.153454794345596	0.497906535839053
GPX3	Lactobacillus	Lactobacillus	-0.123924478767914	0.0868455281365162	855	419	0.15396112324504	0.49922543205266
GORAB	Streptococcus	Streptococcus	-0.530392428779264	0.372097790078372	855	438	0.154405848682014	0.500342996377234
HSP90AA1	Helicobacter	Helicobacter	0.0877685209839858	0.0616119715384234	855	408	0.154658600897054	0.500837438138129
XRCC2	Lactobacillus	Lactobacillus	-0.124098880810009	0.0871994799264735	855	407	0.15505689971884	0.501802264462265
HMMR	Streptococcus	Streptococcus	0.513839804354685	0.361303361483649	855	443	0.155340158105354	0.502082548054917
AUNIP	Helicobacter	Helicobacter	0.0870328081747027	0.0611972147676847	855	405	0.155344340368191	0.502082548054917
RCC2	Lactobacillus	Lactobacillus	0.125584302162766	0.0883522966173606	855	441	0.155566570181675	0.502151614530906
TMEM220.AS1	Helicobacter	Helicobacter	-0.0863896104421757	0.0607701247569341	855	411	0.155515357155345	0.502151614530906
PGM2L1	Lactobacillus	Lactobacillus	-0.12522932792694	0.0881803054118788	855	422	0.155930898501112	0.502754754959213
MTND5P28	Helicobacter	Helicobacter	0.0874847937380634	0.0616059913590293	855	410	0.155954524988348	0.502754754959213
LINC03124	Lactobacillus	Lactobacillus	-0.128422475839044	0.0905363276378711	855	434	0.156422451928462	0.503938311625201
SLC12A8	Lactobacillus	Lactobacillus	0.126490689655072	0.0893264564487903	855	482	0.157127752177719	0.505884585247003
ENPP3	Lactobacillus	Lactobacillus	-0.127484840769023	0.0900970373950998	855	394	0.157443191142601	0.506573974075291
RAD51AP1	Helicobacter	Helicobacter	0.0843330635050125	0.0596726308561412	855	427	0.157945211509139	0.507536026700317
KAT2B	Helicobacter	Helicobacter	0.0845498826155067	0.0598256716772263	855	421	0.157942596996914	0.507536026700317
SNHG4	Streptococcus	Streptococcus	-0.523956170542252	0.370901800491672	855	432	0.158123743143415	0.507783375540832
FAP	Helicobacter	Helicobacter	0.0853448534629433	0.0604361245901545	855	427	0.158272316706928	0.507934264142902
TRIM50	Lactobacillus	Lactobacillus	0.127163985193027	0.0901107155127241	855	381	0.158552826232753	0.508508102093498
NCAPG	Helicobacter	Helicobacter	0.0849613856076101	0.0602970261954349	855	444	0.159187211768155	0.510168976728598
PNRC1	Helicobacter	Helicobacter	0.0868969834313339	0.0616836810380195	855	389	0.159274754534668	0.510168976728598
CDC45	Streptococcus	Streptococcus	0.514553096465446	0.365771279719641	855	438	0.159863945774444	0.510421282804738
ILDR1	Lactobacillus	Lactobacillus	0.125969166744578	0.089536481660829	855	440	0.159822032406983	0.510421282804738
SLC5A7	Streptococcus	Streptococcus	-0.518220055394019	0.36829430024354	855	426	0.15976922409255	0.510421282804738
DPP6	Lactobacillus	Lactobacillus	-0.127367006301318	0.0904749864443122	855	320	0.159568376278949	0.510421282804738
TMOD1	Lactobacillus	Lactobacillus	-0.127628981418793	0.0906785601044168	855	386	0.159648750258486	0.510421282804738
PNRC1	Lactobacillus	Lactobacillus	-0.127433618142662	0.0906522991114533	855	389	0.160167009110992	0.51106256895658
NOX4	Helicobacter	Helicobacter	0.0857828851707768	0.061092500070315	855	407	0.16064061095469	0.512246846156538
MYO1B	Lactobacillus	Lactobacillus	-0.127058963060999	0.0905294848022216	855	417	0.16083069547327	0.512526116868291
ZBTB4	Prevotella	Prevotella	0.517305638415851	0.368713567294173	855	390	0.160982023680622	0.512681604078415
ACAN	Streptococcus	Streptococcus	0.495011590802978	0.352952996687675	855	404	0.161135750629129	0.512844527782078
MIR4435.2HG	Helicobacter	Helicobacter	0.0802059450030894	0.0572038149692927	855	430	0.161248410749844	0.512876624522405
COL10A1	Streptococcus	Streptococcus	0.500016980478134	0.356912470649334	855	403	0.161594043646857	0.513537030141265
ALDH6A1	Helicobacter	Helicobacter	-0.0839173075870969	0.059924563396852	855	418	0.161764164494498	0.513537030141265
SIDT2	Lactobacillus	Lactobacillus	0.12542145342218	0.0895486839610832	855	398	0.161700534337712	0.513537030141265
GORAB.AS1	Prevotella	Prevotella	-0.515281005975481	0.368297849869153	855	372	0.16215189592108	0.514441294165864
MMP11	Helicobacter	Helicobacter	0.084111164073177	0.0602065740826924	855	418	0.162765709558588	0.514588854518366
FAM72D	Streptococcus	Streptococcus	0.51182284945726	0.366282460295219	855	413	0.162674998230467	0.514588854518366
ABHD6	Helicobacter	Helicobacter	-0.0850869918512518	0.0608964212916274	855	423	0.16270607989886	0.514588854518366
PPP1R1A	Lactobacillus	Lactobacillus	-0.125908288413211	0.0900828785909482	855	363	0.162570099603545	0.514588854518366
CDC20	Prevotella	Prevotella	-0.511674991198281	0.366221540934797	855	462	0.162726474610449	0.514588854518366
STPG4	Lactobacillus	Lactobacillus	-0.125678809389166	0.0899732723924192	855	386	0.162824879224695	0.514588854518366
NRG2	Lactobacillus	Lactobacillus	-0.126415668730332	0.090521033355352	855	380	0.162918831340515	0.514588854518366
MYO1B	Prevotella	Prevotella	0.514273582354235	0.368369925835786	855	417	0.163055585042614	0.514695659856735
PLAU	Helicobacter	Helicobacter	0.0859025930168561	0.0615465747697283	855	410	0.163159773123072	0.514699599757325
ASF1B	Helicobacter	Helicobacter	0.0851640982822459	0.0610727940149998	855	457	0.163540894950446	0.515347216155281
PDZD4	Lactobacillus	Lactobacillus	-0.12647433339497	0.0907036840166632	855	381	0.163571206407686	0.515347216155281
COL10A1	Prevotella	Prevotella	-0.491513094761257	0.352820203600426	855	403	0.16395481692133	0.515581185287202
CFD	Prevotella	Prevotella	0.494437516898512	0.354915138425907	855	417	0.163949730396099	0.515581185287202
DDX11	Prevotella	Prevotella	-0.511703433514273	0.367298530152068	855	460	0.163937855609374	0.515581185287202
PMM1	Lactobacillus	Lactobacillus	0.123082927842621	0.0884826226785672	855	420	0.164577522290269	0.516387923422085
KIFC1	Prevotella	Prevotella	-0.505981227561509	0.363541004019406	855	453	0.164343431506196	0.516387923422085
CDKN3	Helicobacter	Helicobacter	0.0853646120903559	0.0613742774202627	855	432	0.164624469986961	0.516387923422085
ANP32E	Streptococcus	Streptococcus	0.518416834586476	0.372723088479295	855	433	0.164623187558846	0.516387923422085
LOC101929532	Helicobacter	Helicobacter	0.0853712861531766	0.0614217196062422	855	389	0.16491744260198	0.516982578689591
ARHGAP8	Helicobacter	Helicobacter	-0.0840965635182648	0.0605326431390321	855	437	0.165113016001398	0.517116595629406
TMEM35A	Lactobacillus	Lactobacillus	-0.125190146481224	0.0901233052555307	855	382	0.165167040644032	0.517116595629406
FMNL2	Streptococcus	Streptococcus	-0.517502151179119	0.373032915476103	855	433	0.165719592139838	0.518521877784223
YPEL5	Lactobacillus	Lactobacillus	-0.123736514612313	0.0892353392486599	855	398	0.165918200693041	0.518818638815014
QTRT2	Lactobacillus	Lactobacillus	0.122808283881297	0.088652719308403	855	426	0.16633262223687	0.51978944449022
HMGCLL1	Helicobacter	Helicobacter	0.0844185376035492	0.0610220740826127	855	415	0.166902882194255	0.520920356411533
CHEK2	Helicobacter	Helicobacter	0.0852576833278302	0.0616220333772198	855	435	0.166857368601493	0.520920356411533
TMEM100	Helicobacter	Helicobacter	0.0835577712934186	0.0605549898669828	855	408	0.167991178386225	0.523663274271276
ZWINT	Prevotella	Prevotella	-0.501475050220114	0.3633456391058	855	448	0.167900744930615	0.523663274271276
RAD54L	Streptococcus	Streptococcus	0.50830866540423	0.368501582061117	855	419	0.168136699357226	0.523790340676716
MINDY1	Prevotella	Prevotella	0.502104475293138	0.364598222110281	855	438	0.168830519262707	0.52544867397352
SGCG	Streptococcus	Streptococcus	-0.512490177643045	0.372182273061037	855	361	0.168879203815089	0.52544867397352
DNA2	Helicobacter	Helicobacter	0.0825384426743008	0.0599975439168004	855	437	0.169278270499007	0.526166916325314
UBE2T	Streptococcus	Streptococcus	0.50133008798471	0.364455108371092	855	436	0.169320513673486	0.526166916325314
SLC25A42	Lactobacillus	Lactobacillus	-0.122713520670288	0.0892843858263526	855	417	0.169676525208019	0.526618638137862
CDH22	Helicobacter	Helicobacter	-0.0845888283420096	0.0615344377214845	855	396	0.169600093604962	0.526618638137862
RAB4A.AS1	Lactobacillus	Lactobacillus	0.12258887847463	0.0892351342880815	855	416	0.169874560553428	0.526906205190532
B3GALT4	Lactobacillus	Lactobacillus	0.123979200881099	0.090408276161909	855	415	0.170635750370232	0.528939089802333
MKI67	Helicobacter	Helicobacter	0.0808893717644108	0.059057987308922	855	463	0.171155156853005	0.529564222936276
SLC39A10	Streptococcus	Streptococcus	-0.495837437924582	0.361951293717083	855	439	0.171079979119603	0.529564222936276
MINDY1	Streptococcus	Streptococcus	-0.505227061953922	0.368827099241485	855	438	0.171104983647593	0.529564222936276
COL4A6	Lactobacillus	Lactobacillus	-0.122951019651165	0.0899224698733333	855	375	0.171893072890148	0.531189965667949
CDKN1A	Streptococcus	Streptococcus	0.509538948208124	0.372640690223127	855	417	0.171870194041455	0.531189965667949
BRIP1	Helicobacter	Helicobacter	0.0822920939682242	0.0602447219739235	855	422	0.172312125820566	0.531859068727332
HOTAIR	Helicobacter	Helicobacter	-0.0825691392178392	0.060448982665902	855	410	0.172322338267655	0.531859068727332
PSKH1	Lactobacillus	Lactobacillus	0.123715067229684	0.090651781193528	855	460	0.172699982530835	0.532695812865005
CHEK1	Streptococcus	Streptococcus	0.495901971364569	0.364213648988268	855	419	0.173695186782226	0.533894037850631
ENPP6	Streptococcus	Streptococcus	-0.500145100049049	0.36704708458704	855	436	0.173364145996382	0.533894037850631
PUS1	Streptococcus	Streptococcus	0.503764006760967	0.36975265110149	855	423	0.173421906813888	0.533894037850631
RERGL	Helicobacter	Helicobacter	0.0837482631299648	0.0615135057677081	855	412	0.173729119916595	0.533894037850631
FEN1	Helicobacter	Helicobacter	0.0838245830282309	0.0615132313022613	855	408	0.173335841302611	0.533894037850631
DSN1	Helicobacter	Helicobacter	0.0840240531669694	0.0616897449808017	855	420	0.173545741486749	0.533894037850631
RAD51D	Streptococcus	Streptococcus	-0.493542331450636	0.362933811030044	855	443	0.174232479992746	0.534783548166809
DCSTAMP	Prevotella	Prevotella	0.495580866073154	0.364405266063296	855	376	0.174199881206516	0.534783548166809
TMPO	Streptococcus	Streptococcus	0.505066453155798	0.371511191211104	855	426	0.17435172826742	0.534821252354049
DPT	Helicobacter	Helicobacter	0.0800049254697326	0.0589384314503209	855	417	0.175004630120438	0.536494880810662
NDUFS7	Streptococcus	Streptococcus	0.503384435620117	0.370989460269552	855	415	0.175183192912891	0.536713213581161
TARBP1	Helicobacter	Helicobacter	-0.0828239187116795	0.0610559492321423	855	437	0.175292803222232	0.536720156834758
LINC00092	Streptococcus	Streptococcus	-0.500989677674867	0.369744183205158	855	432	0.175789766248372	0.537912381420966
INAFM2	Lactobacillus	Lactobacillus	-0.122303172550549	0.0903014320700637	855	341	0.175972977690283	0.538143662661416
HMGA2.AS1	Helicobacter	Helicobacter	0.0831874743392156	0.0614722180928056	855	389	0.1763349647705	0.538921041474635
FXYD1	Helicobacter	Helicobacter	0.0822141270761814	0.0607758571610406	855	391	0.176497825742429	0.539089266165025
SNHG4	Prevotella	Prevotella	0.495853188062904	0.366649135366882	855	432	0.176610190877065	0.539103146755387
TMEM132C	Helicobacter	Helicobacter	0.0819930933624009	0.0607259462769702	855	421	0.177306801595097	0.540326133242265
RBL1	Helicobacter	Helicobacter	0.0825019054823237	0.0610804207378205	855	425	0.17714839008127	0.540326133242265
LINC01615	Streptococcus	Streptococcus	0.503289411358238	0.372771880467141	855	367	0.177335036930111	0.540326133242265
CTPS1	Streptococcus	Streptococcus	0.502369594356047	0.372185166786561	855	443	0.177445040354638	0.540332035184647
ZBTB16	Lactobacillus	Lactobacillus	-0.121517958633116	0.0900747591176314	855	455	0.177671301773419	0.540691727855809
HOXC.AS1	Prevotella	Prevotella	-0.484046779559362	0.358931065684333	855	403	0.177831955437028	0.540851445976363
ZNF239	Lactobacillus	Lactobacillus	0.12219266616472	0.0906912691491846	855	419	0.178227764797019	0.54172572886632
ORC6	Helicobacter	Helicobacter	0.0812917468742071	0.0603761473185072	855	417	0.178525946615818	0.542302389476968
SPX	Lactobacillus	Lactobacillus	-0.12197502212579	0.0906539233204849	855	408	0.178822452135017	0.542873260883477
HSP90AA1	Streptococcus	Streptococcus	0.501288022159179	0.372714287024992	855	408	0.178995394770308	0.543068552094382
GORAB	Prevotella	Prevotella	0.494270672568009	0.367831412043054	855	438	0.179390698530998	0.543937836661607
ACAN	Prevotella	Prevotella	-0.467952587666	0.348906127953919	855	404	0.1802144909268	0.546104517960001
ESCO2	Helicobacter	Helicobacter	0.0826376846965468	0.0616918314833927	855	426	0.180758624866767	0.547421637997478
RRM2	Prevotella	Prevotella	-0.486129563755438	0.363307674302776	855	455	0.181233261401023	0.548526820221013
CDC7	Helicobacter	Helicobacter	0.0806553336159297	0.0603137204531414	855	435	0.181494816698148	0.548654222183034
OLR1	Lactobacillus	Lactobacillus	-0.119356220118762	0.0892476084041479	855	394	0.181463184586986	0.548654222183034
PACC1	Lactobacillus	Lactobacillus	-0.118257472121818	0.08853243353289	855	427	0.181987945897232	0.549812525369282
SUGCT.AS1	Prevotella	Prevotella	-0.482582700664228	0.361777707940588	855	417	0.182587624576087	0.550958432637559
MTCO3P43	Streptococcus	Streptococcus	-0.493685642965014	0.370033501501196	855	411	0.182507623654326	0.550958432637559
HPSE2	Streptococcus	Streptococcus	-0.486738396778657	0.365285090976573	855	371	0.183057044512637	0.551708994914519
LRFN4	Streptococcus	Streptococcus	0.48910758750371	0.366987027406677	855	439	0.182966381998183	0.551708994914519
CTHRC1	Streptococcus	Streptococcus	0.479860438895897	0.360433468925447	855	412	0.183433663810382	0.551846160681053
ASAH2	Helicobacter	Helicobacter	-0.0815118064018795	0.0612252625377162	855	349	0.18343363718916	0.551846160681053
FAM117A	Streptococcus	Streptococcus	-0.495182894442413	0.371795898676172	855	402	0.183261148965414	0.551846160681053
GPM6A	Lactobacillus	Lactobacillus	-0.119892235376128	0.090132641549579	855	412	0.183817644700665	0.552498219744283
HIGD1A	Prevotella	Prevotella	-0.48990360331385	0.368345173129584	855	422	0.183871407530898	0.552498219744283
FAM135B	Lactobacillus	Lactobacillus	-0.119664397787519	0.0900245556274615	855	419	0.184125301845539	0.552928834370986
PIMREG	Streptococcus	Streptococcus	0.49377241032274	0.371816376805022	855	415	0.184534780027937	0.553825870431985
TESMIN	Prevotella	Prevotella	-0.482927612656943	0.364274902259772	855	445	0.185288059703568	0.55509627070747
CKS2	Prevotella	Prevotella	-0.483740990868217	0.364890993503167	855	445	0.185291135162153	0.55509627070747
NBEAP2	Streptococcus	Streptococcus	-0.493019789490423	0.371856519288774	855	431	0.185251496155377	0.55509627070747
LINC02716	Prevotella	Prevotella	-0.481689965690429	0.36352174655438	855	409	0.185506071456419	0.555407399570116
LACTB2.AS1	Prevotella	Prevotella	0.485669377893231	0.367071809040315	855	407	0.186161365573619	0.557035803631416
RERGL	Prevotella	Prevotella	0.486487058208894	0.367852013085929	855	412	0.186355342509775	0.557282722816314
STX12	Helicobacter	Helicobacter	-0.0788087887752442	0.0596117699067495	855	408	0.186512890306236	0.55742047312085
DPP6	Helicobacter	Helicobacter	0.0813529939276004	0.0615630299556848	855	320	0.186704497327932	0.55765978891258
CHMP1B	Streptococcus	Streptococcus	0.491937696012573	0.372366243778846	855	411	0.186819801121331	0.557671048123375
MAPK15	Lactobacillus	Lactobacillus	0.118718489628931	0.0899437502264323	855	403	0.187217744119066	0.558192439233948
TPRG1L	Prevotella	Prevotella	-0.484616186639494	0.367079434939184	855	428	0.187125958433791	0.558192439233948
SRSF1	Prevotella	Prevotella	-0.485782195136062	0.368478924326462	855	428	0.187743869426308	0.559427501270285
ASB11	Helicobacter	Helicobacter	-0.0805203044535991	0.0611181517442364	855	348	0.188042178895049	0.559649341949551
STARD5	Helicobacter	Helicobacter	0.0811173510412443	0.0615670218044913	855	410	0.188011281118995	0.559649341949551
ACADL	Streptococcus	Streptococcus	-0.487094032263469	0.370014452716144	855	435	0.188388740605583	0.560014092168796
PRC1	Streptococcus	Streptococcus	0.4877997522231	0.370498702466069	855	403	0.188326985404544	0.560014092168796
AKR1C1	Lactobacillus	Lactobacillus	-0.11769453550188	0.0894556606010715	855	422	0.188638464414574	0.560423245438425
PHYHD1	Helicobacter	Helicobacter	-0.0804415718113898	0.0612029306965048	855	454	0.189086166244412	0.561086546719323
SMC4	Streptococcus	Streptococcus	0.49028920256703	0.372985552688907	855	409	0.189033266421495	0.561086546719323
VSTM2A	Streptococcus	Streptococcus	-0.472514185924992	0.360146171585361	855	460	0.18987250517028	0.561709411258265
TBC1D31	Helicobacter	Helicobacter	0.0793198392146411	0.0603957944724999	855	424	0.189425310481843	0.561709411258265
RAD51	Prevotella	Prevotella	-0.474455161275612	0.361437279537423	855	426	0.189642101464742	0.561709411258265
GPM6B	Prevotella	Prevotella	0.476683241282958	0.363251040343125	855	386	0.189783903586753	0.561709411258265
PYGM	Lactobacillus	Lactobacillus	-0.117995785821427	0.089955195390031	855	361	0.189970122887545	0.561709411258265
FAM135B	Helicobacter	Helicobacter	0.0803969667216781	0.0612565376647153	855	419	0.189718505128395	0.561709411258265
MYOC	Lactobacillus	Lactobacillus	-0.113734551246745	0.0868337438945588	855	422	0.190618920662605	0.563294682809117
FAM72C	Lactobacillus	Lactobacillus	0.116915269802342	0.0893315765279159	855	387	0.190963454086704	0.56397948637538
P2RX2	Prevotella	Prevotella	0.467795589476556	0.358097805114064	855	415	0.191792545297709	0.565206992842091
CENPA	Streptococcus	Streptococcus	0.476465991613038	0.364792237572235	855	452	0.191862193227161	0.565206992842091
CFAP157	Prevotella	Prevotella	0.473239124486841	0.362278115227656	855	432	0.191808817032899	0.565206992842091
E2F1	Streptococcus	Streptococcus	0.477228535848258	0.3657012322948	855	431	0.192257201697508	0.565206992842091
NDRG2	Helicobacter	Helicobacter	0.0792874578993946	0.0606577636357712	855	430	0.191523165355393	0.565206992842091
OPCML	Streptococcus	Streptococcus	-0.481222906086149	0.368720680652468	855	432	0.192207278610061	0.565206992842091
ADCYAP1R1	Helicobacter	Helicobacter	0.0797711076132315	0.0611323759019527	855	370	0.192283418964879	0.565206992842091
APLN	Streptococcus	Streptococcus	0.486103385908895	0.372371951048119	855	393	0.192102062622683	0.565206992842091
DCLK3	Lactobacillus	Lactobacillus	-0.11576524706413	0.0887463599787578	855	418	0.19243347512579	0.565315731861899
CIP2A	Streptococcus	Streptococcus	0.467127568351028	0.358520347999028	855	427	0.192951310239397	0.565698377571428
ENC1	Helicobacter	Helicobacter	-0.0777292901506109	0.0596229625333213	855	452	0.192695944067524	0.565698377571428
AGRN	Streptococcus	Streptococcus	0.484092079091665	0.371541254140057	855	422	0.192952083801463	0.565698377571428
TLE4	Prevotella	Prevotella	0.47948325018514	0.368057107571825	855	444	0.193016286427371	0.565698377571428
TESMIN	Streptococcus	Streptococcus	0.479653069788417	0.368500029290622	855	445	0.193393765669079	0.566472658667483
GPR155	Streptococcus	Streptococcus	-0.482578754367714	0.370875984352312	855	411	0.193547692635679	0.566591606076342
ACADL	Helicobacter	Helicobacter	-0.0795563630790984	0.0611656722674109	855	435	0.193724313919391	0.566776810764748
HK2.DT	Lactobacillus	Lactobacillus	0.117526005064439	0.090410944047125	855	422	0.193984947643878	0.566875942851775
ATOSA	Lactobacillus	Lactobacillus	-0.117390674198177	0.0902924701531313	855	420	0.193914095192664	0.566875942851775
CCNB2	Helicobacter	Helicobacter	0.0789205807976791	0.0607514504527892	855	449	0.194271489796935	0.567381687491047
FAM180B	Lactobacillus	Lactobacillus	-0.114796827957845	0.088523831082076	855	418	0.195055741846833	0.56742674866258
NPPC	Lactobacillus	Lactobacillus	-0.116077325479011	0.0894926011964197	855	506	0.194962709261057	0.56742674866258
ASF1B	Streptococcus	Streptococcus	0.479602312126012	0.369452596785175	855	457	0.194590726188921	0.56742674866258
COL4A6	Streptococcus	Streptococcus	-0.479971457533031	0.370143921004964	855	375	0.195081316190195	0.56742674866258
FAXDC2	Lactobacillus	Lactobacillus	-0.116871585714786	0.0901246864778928	855	407	0.195060382215814	0.56742674866258
PDE2A	Lactobacillus	Lactobacillus	-0.117423810546495	0.0904604920882464	855	395	0.194616718180142	0.56742674866258
SCAT2	Lactobacillus	Lactobacillus	0.117383238525623	0.0904996828958502	855	358	0.194963974372938	0.56742674866258
AHNAK	Streptococcus	Streptococcus	-0.482190468173922	0.372036623635354	855	405	0.195298990047865	0.567729622232165
SGO1	Helicobacter	Helicobacter	0.077343729830353	0.0597818845743199	855	436	0.196098341841667	0.568544071229445
GSG1L	Streptococcus	Streptococcus	-0.48092694555753	0.371635182711863	855	386	0.195988493210179	0.568544071229445
PART1	Helicobacter	Helicobacter	0.0794895854733507	0.0614111526714793	855	412	0.195884920275895	0.568544071229445
SMIM38	Lactobacillus	Lactobacillus	0.116863293056123	0.0903610131207464	855	379	0.196261413388405	0.568544071229445
DUSP5	Helicobacter	Helicobacter	0.0796693150739098	0.0615991736029352	855	391	0.196241686856993	0.568544071229445
VAV2	Lactobacillus	Lactobacillus	0.1170809152821	0.090477020950036	855	453	0.196003380550003	0.568544071229445
RXRG	Streptococcus	Streptococcus	-0.463946378037545	0.35923050376231	855	440	0.196881672891529	0.570010633733438
GSTM5	Helicobacter	Helicobacter	0.0776230560630222	0.0601939739807314	855	416	0.197558608212737	0.5716394913563
TREH	Helicobacter	Helicobacter	-0.0794779510201945	0.0616661273343117	855	387	0.197803775165046	0.572017857620143
CCNB1	Streptococcus	Streptococcus	0.475696783770482	0.369366625727889	855	437	0.198141581031592	0.57266352899304
DCTN2	Lactobacillus	Lactobacillus	0.115905303316251	0.0900234003371134	855	399	0.198270246337518	0.572704351061578
PLK1	Streptococcus	Streptococcus	0.472389411270323	0.367467578479657	855	444	0.198958802994152	0.573205645809249
IQANK1	Helicobacter	Helicobacter	-0.0783798176495754	0.0609536560090004	855	476	0.198831357481352	0.573205645809249
APLN	Prevotella	Prevotella	-0.473528205673709	0.368102429553284	855	393	0.198653001481644	0.573205645809249
CST4	Lactobacillus	Lactobacillus	0.11578495821298	0.0900463888151354	855	324	0.198850619624342	0.573205645809249
ADAMTS1	Lactobacillus	Lactobacillus	-0.11654495401367	0.0906710558653201	855	404	0.199017000224971	0.573205645809249
CLDN7	Streptococcus	Streptococcus	0.47698678899277	0.371204470302488	855	450	0.199153044013606	0.573267253925174
KIF18B	Helicobacter	Helicobacter	0.0751983206112263	0.0587139203572508	855	445	0.200628454589776	0.575118103656407
EME1	Helicobacter	Helicobacter	0.0764815683185952	0.0597733393159225	855	421	0.20106128903828	0.575118103656407
LYVE1	Streptococcus	Streptococcus	-0.464229558167771	0.362764440749957	855	405	0.201000342527309	0.575118103656407
FAM180B	Prevotella	Prevotella	0.46145120208373	0.360208800057191	855	418	0.200520337531188	0.575118103656407
SNX10	Helicobacter	Helicobacter	0.0773094671451079	0.0602876345637101	855	441	0.200072130361963	0.575118103656407
MARCHF2	Lactobacillus	Lactobacillus	-0.115078467028943	0.0897868893519251	855	414	0.200303244800782	0.575118103656407
BNIP3P11	Prevotella	Prevotella	0.468507945997687	0.365944626283361	855	428	0.200799854366558	0.575118103656407
AKR1B15	Helicobacter	Helicobacter	-0.0785296829250115	0.06129093874453	855	360	0.200451885193615	0.575118103656407
RNF32.AS1	Lactobacillus	Lactobacillus	0.115992818055051	0.0904850356776588	855	429	0.200227477048521	0.575118103656407
SINHCAF	Lactobacillus	Lactobacillus	0.116277943105768	0.0906670783230997	855	440	0.200027339185087	0.575118103656407
TSPYL1	Lactobacillus	Lactobacillus	0.116175938353714	0.0907510517178509	855	432	0.200838251780061	0.575118103656407
CHEK2	Lactobacillus	Lactobacillus	-0.115817168309598	0.0905616997488295	855	435	0.201290235612922	0.575443783913441
JRKL	Streptococcus	Streptococcus	-0.473354709273554	0.370542281195713	855	427	0.201787425155694	0.576535500444841
CFAP157	Streptococcus	Streptococcus	-0.467973331156804	0.366480082060501	855	432	0.20197231164892	0.576734185176812
VIT	Helicobacter	Helicobacter	0.0773042067066737	0.0605725845587222	855	389	0.20222523426642	0.576761029231699
AURKB	Streptococcus	Streptococcus	0.470184223142393	0.368501960843527	855	443	0.20232776905448	0.576761029231699
MXI1	Streptococcus	Streptococcus	-0.473230066918281	0.370715163265307	855	406	0.202116296891976	0.576761029231699
C5orf34	Helicobacter	Helicobacter	0.0769681672559685	0.0603609546190752	855	437	0.202611451881213	0.57724060365018
LINC01615	Prevotella	Prevotella	-0.469316010879822	0.368497773483935	855	367	0.203156427524255	0.578463631902777
